beatmap_id,diff_sr,diff_size,diff_approach,main_skillset
991733,6.8,5.3,10,General Mechanics
1097476,6.42,6.5,10,Precision
1115462,6.48,5.2,10,Alt
785982,6.66,3,10.3,Jump Aim
52741,7.02,4,9.7,Speed
2210918,6.95,3.8,10.2,Speed
1522905,5.9,5,8,Awkward Aim
115603,6.63,4,9,Pattern Processing
1711326,6.86,3,9.6,Tech
1513315,5.75,4,9.2,Jump Aim
1919057,5.24,4.2,9.2,Streams
2017276,6.14,3.8,9.5,Tech
1206896,4.93,4,8,Awkward Aim
947333,5.14,4,9.2,High Density Reading
949102,5.35,5.7,10,Precision
1865254,5.55,4,9.7,Jump Aim
768555,5.64,4,9.1,Jump Aim
574187,5.71,4.2,9.4,Streams
931487,5.2,4.5,9.3,Alt
2054199,5.07,3.3,9,Tech
1863248,4.78,4,8,Awkward Aim
1360649,5.8,4,9,High Density Reading
757386,5.72,5.2,10,General Mechanics
2274468,5.56,6,10,Precision
2225506,5.47,3.8,9.5,Jump Aim
2007931,5.69,4,10,Speed
98092,5.88,5,9.7,Speed
1757553,5.18,3,9.2,Awkward Aim
1266548,5.17,4.5,9,Pattern Processing
1601943,5.9,4.2,9.3,
980313,6.11,4.2,9.3,Jump Aim
1049903,5.95,5,9,Streams
1734156,5.65,4,9.3,Alt
2279885,5.63,3.9,9.4,Tech
1865093,5.54,4.5,9.1,Strain Stamina
139649,4.68,4,8,Awkward Aim
1187925,5.96,4.5,9.4,High Density Reading
775364,5.71,5.2,10,General Mechanics
1616716,5.61,6.5,10,Precision
2239032,6.14,4,9.7,Speed
1101062,5.93,3.8,10,Speed
1126558,5.38,3.6,9.2,Awkward Aim
2208435,5.01,5,8,Pattern Processing
1570760,5.91,3,9.2,Tech
874939,6.17,4.2,9.5,
1635124,6.21,3.8,9.3,Jump Aim
2044722,6.09,4,9.3,Streams
1949860,5.92,4.1,9.4,Alt
1427700,5.11,4,8,Awkward Aim
716398,,,,#N/A
152199,5.89,4,9,Flow Aim
1270701,5.95,6.5,10,General Mechanics
1786276,6.14,4.9,10,Alt
89856,6.6,4,9.7,Speed
2230927,6.17,3.6,9.8,Speed
2076057,6.26,4,10.1,Low Density Reading
800947,5.89,4,9.3,Awkward Aim
1155984,5.58,2.5,9.4,Tech
735701,6.42,4.5,9.4,
1725346,6.38,4,9.5,Jump Aim
1802630,,,,#N/A
1068592,5.99,4,9.4,Alt
1367861,6.34,4,9.3,Strain Stamina
65233,5.41,4,8,Awkward Aim
2021589,6.31,3,9.4,High Density Reading
191805,6.18,4,9.3,Flow Aim
96095,5.89,6.5,10,General Mechanics
1048276,6.15,5.2,10,Precision
635679,6.48,5.2,10,Alt
1146122,6.23,4,10.2,Speed
1440743,5.85,4.2,9.2,Awkward Aim
135804,5.54,4,9,Tech
2137200,6.83,3.7,9.6,
1811389,6.21,4.2,9.3,Jump Aim
877312,6.75,4,9.4,Streams
1890047,6.15,4,9.6,Alt
50658,5.48,5,8,Pattern Processing
125448,5.8,5,8,Awkward Aim
1793422,6.54,4.2,9.4,High Density Reading
1752431,6.23,4.4,9.4,Flow Aim
1710847,6.87,5.2,10,Precision
2154807,6.3,5.2,10,Alt
447179,7.04,4,10,Jump Aim
1983124,6.56,4.5,10,Speed
1777047,6.37,4,9.7,Speed
954703,6.82,4,10.3,Low Density Reading
1656911,5.88,4,9.2,Awkward Aim
764014,5.76,4.5,9.2,Pattern Processing
1378253,5.97,3.8,9.3,Tech
1952042,6.82,4.5,9.5,
1165959,6.78,4.2,9.6,Jump Aim
1763937,6.92,4.5,9.3,Streams
1457104,6.47,4,9.3,Tech
1840640,6,5,9,Pattern Processing
2197734,5.75,5,8,Awkward Aim
1660980,6.53,3.8,9.4,Flow Aim
762853,6.46,6.5,10,General Mechanics
1126317,6.24,5.2,10,Precision
1018247,6.42,5.2,10,Alt
298880,6.58,4,9.7,Jump Aim
1858802,6.97,4,10,Speed
880023,6.74,4,10,Speed
513551,6.85,4,10.3,Low Density Reading
245284,6.36,4,9,Awkward Aim
2152442,6.27,4,9.6,Pattern Processing
1554749,5.73,4,9.5,Tech
1583320,6.86,4,9.5,
919747,5.6,4,9.3,Jump Aim
282667,5.5,4.4,9.2,Streams
500620,5.58,4,9,Awkward Aim
91475,5.55,5.2,10,General Mechanics
989493,5.36,4,9.7,Jump Aim
1219934,6.06,4.3,9.3,Jump Aim
134443,5.84,4,9,Streams
1215429,5.99,4,9.4,Alt
900866,6.2,4.2,9.3,Awkward Aim
1730139,5.72,4,9,High Density Reading
1193512,5.72,4.8,10,General Mechanics
281389,5.62,5.2,10,Precision
715094,5.77,4.5,9.7,Jump Aim
1370082,5.48,3.5,9.7,Speed
1349346,5.75,4,10,Speed
1191832,5.44,4,9,Awkward Aim
1363564,5.55,4,9,Pattern Processing
1421439,5.89,4,9.2,
753671,6.54,4,9.5,Jump Aim
1109572,6.24,4,9.5,Streams
176069,5.8,4,9,Alt
1082510,6.05,4,9,Tech
303026,5.74,5,9,Awkward Aim
588523,5.86,4,9.5,High Density Reading
418139,6.13,5.2,10,General Mechanics
281069,5.9,5.2,10,Precision
344643,5.72,4,9.7,Jump Aim
1359683,5.79,3.8,10.2,Speed
937170,6,4,10.3,Speed
1358299,5.94,3.5,9.3,Awkward Aim
799352,5.95,3.8,9.2,Pattern Processing
652034,6.38,4,9.3,
907085,6.55,4.1,9.4,Jump Aim
959272,6.37,4,9.6,Streams
1117247,6.46,4,9.4,Alt
847452,6.28,4.2,9.5,Tech
434243,5.9,4,9.5,Awkward Aim
1117451,6.42,4.7,9.5,High Density Reading
785416,6.47,5.2,10,General Mechanics
1477910,6.22,4.9,10,Precision
183084,6.46,4,9.7,Speed
1343878,5.95,3.8,9.7,Speed
102778,6.4,4,9,Awkward Aim
265880,5.7,4,9,Pattern Processing
999064,6.71,4,9.4,Jump Aim
1007185,7.18,4.3,9.3,Streams
1780727,6.84,4,9.6,Alt
959233,6.74,4,9.5,Tech
1110112,6.46,4.2,9.7,Pattern Processing
1228840,5.33,4,8,Awkward Aim
284084,6.2,4,9,High Density Reading
626475,6.53,5.6,10,General Mechanics
2105741,6.54,5.2,10,Precision
248991,6.31,5.2,10,Alt
1315139,6.12,3.6,10,Jump Aim
738231,6.63,4,10.1,Speed
50141,6.58,4,9,Speed
734184,6.52,4,9,Tech
1216854,6.44,4,9.4,
881313,6.77,4,9.6,Jump Aim
1062577,6.66,4.5,9.5,Alt
1042088,6.27,4,9.5,Tech
1347486,6.34,4,9.5,Strain Stamina
728878,5.96,6,8,Pattern Processing
1069949,6.05,4,9.3,Awkward Aim
113896,6.03,4,8,High Density Reading
2039119,6.66,4,9.4,Flow Aim
840426,6.56,5.2,10,General Mechanics
991214,6.45,6.5,10,Precision
712895,6.62,3.5,10.3,Jump Aim
1059527,6.71,4,10,Speed
201879,6.46,4,9.7,Speed
594307,6.05,4,9.3,Awkward Aim
1241924,6.14,5,8,Pattern Processing
1191349,6.24,4.1,9.6,Tech
1291225,7.04,4.2,9.6,
1450182,7.03,4.5,9.3,Jump Aim
134334,6.62,4,9,Streams
1299008,6.86,4,9.6,Alt
380029,6.97,4,10,Tech
1654883,7,5,9.6,Strain Stamina
1722406,7.04,4,9.5,Pattern Processing
756424,6.5,4.5,9.2,Awkward Aim
1546243,6.74,4,9.8,High Density Reading
1167475,6.04,3.8,9,Flow Aim
1824415,6.76,4.8,10,General Mechanics
2095310,6.4,6.5,9.8,Precision
1127971,6.77,5.2,10,Alt
1821081,7,4,10.3,Jump Aim
1159650,7.14,4,9.7,Speed
1020491,6.89,4.5,10.1,Speed
416971,6.66,4,9,Awkward Aim
1162224,6.16,3.8,9.5,Tech
701018,7.13,4,9.7,
795096,7.34,4,9.4,Streams
281390,6.62,5,9,Alt
1008121,7.22,4,10,Tech
405059,6.67,4,9.4,Strain Stamina
1692260,7.29,3,9.8,Pattern Processing
507099,7.28,4,10,Awkward Aim
1100512,7.11,3.85,9.5,High Density Reading
60737,6.55,5,8,Flow Aim
1105826,7.37,5.2,10,General Mechanics
274236,7.02,6.5,10,Precision
293142,6.95,5.2,10,Alt
1073275,7.09,3.8,10.3,Jump Aim
315660,6.95,4,9.7,Speed
956254,7.07,4,10.3,Speed
1415526,6.6,4,9,Awkward Aim
27737,7.05,5,8,Pattern Processing
961695,7.38,4.3,9.8,Tech
1843086,7.22,4,9.7,
2047406,5.72,3.6,9.3,Jump Aim
1469240,5.47,4,9.3,Streams
279607,5.6,4,9,Tech
1932745,5.51,3,9,Strain Stamina
162006,4.5,4,8,Pattern Processing
585311,5.44,4,9.2,Awkward Aim
1372384,5.23,4.3,9.2,High Density Reading
297411,5.6,5.2,10,General Mechanics
887532,5.25,5.2,10,Precision
434870,5.52,5.2,10,Alt
606213,5.49,4,9.7,Jump Aim
145071,5.44,4,9.7,Speed
443710,5.58,4,9.7,Low Density Reading
62975,4.88,5,8,Awkward Aim
2104403,5.01,4.5,9,Pattern Processing
1369388,5.69,4,9.2,
1785865,5.91,4,9.3,Jump Aim
905642,5.87,4.2,9.4,Strain Stamina
1848985,5.74,3.3,9.3,Pattern Processing
764014,5.76,4.5,9.2,Awkward Aim
634263,5.88,4.3,9.3,High Density Reading
231475,4.97,4,8,Flow Aim
821525,5.74,5.9,10,General Mechanics
786547,5.94,5.2,10,Precision
1083102,6.03,5.3,10,Alt
184578,5.94,4,10.3,Jump Aim
1741485,6.17,4,9.7,Speed
406358,5.73,4,9.7,Speed
248039,5.87,4,9.7,Low Density Reading
98452,4.88,5,8,Awkward Aim
1854467,5.59,4,9,Pattern Processing
990324,6.1,4,9.3,
1524357,6.47,4,9.5,Jump Aim
2036340,6.32,4.5,9.4,Streams
2035761,5.91,4,9.6,Alt
2218604,5.94,4,9.3,Strain Stamina
171256,6.02,4,9,Pattern Processing
1148052,6.05,4.2,9.3,Awkward Aim
1372142,6.64,4.2,9.4,High Density Reading
797875,6.03,6.5,10,General Mechanics
2167576,6.16,5.2,10,Precision
1744286,6.35,5.2,10,Alt
226563,6.38,4,10.3,Jump Aim
1319822,6.39,4,10,Speed
216151,5.74,4,9.7,Low Density Reading
96095,5.21,5,8,Awkward Aim
1889155,5.65,3.7,9,Pattern Processing
1741989,6.42,4,9.5,
1154766,6.64,4.2,9.6,Jump Aim
1522964,6.17,4.2,9.4,Alt
1349478,6.6,3.8,9.4,Tech
1725369,5.98,4,9.4,Strain Stamina
1522333,6.4,4.2,9.5,Awkward Aim
1461594,5.9,4,9,High Density Reading
60238,5.62,5,8,Flow Aim
373781,6.27,6.5,10,General Mechanics
646390,6.41,5.5,10,Alt
192181,6.61,5,9.7,Speed
92071,6.66,4,9.7,Speed
55474,5.61,5,8,Awkward Aim
743896,6.23,4,9.4,Pattern Processing
2269187,6.81,4,9.5,Jump Aim
1617279,6.94,4,9.5,Streams
1512093,6.28,4,9.4,High Density Reading
42244,5.69,5,8,Flow Aim
1152014,6.36,5.2,10,General Mechanics
1863246,5.93,6.2,10,Precision
1653723,6.54,5.5,10,Alt
78049,6.84,4,10.3,Jump Aim
77089,6.39,4,9.7,Low Density Reading
1836851,5.88,5,8,Awkward Aim
144029,6.71,4,9,Pattern Processing
1639219,6.23,4,9.5,Jump Aim
1359734,7.05,5,9.4,Streams
998183,6.33,4,9.3,Alt
256840,6.08,4,9,Awkward Aim
923384,5.51,4,9.3,High Density Reading
1086956,6.11,5.5,10,General Mechanics
931487,5.71,5.9,10,Precision
63526,6.44,4,9.7,Jump Aim
2003931,6.23,4.2,10.1,Speed
1295194,5.8,4,9.3,Jump Aim
1567613,5.45,4.2,9.4,Streams
1437419,5.63,4,9.2,Alt
1206875,,,,#N/A
629733,5.06,4,8.3,High Density Reading
813938,5.88,5.2,10,General Mechanics
1491730,5.36,5.5,10,Precision
2165190,5.67,4,9.7,Speed
1911905,5.43,4,9.2,Jump Aim
1936268,5.06,3.8,9.2,Streams
1463237,5.48,4,9.3,Alt
1494582,5.66,4,9.2,Awkward Aim
1756932,5.49,5.2,10,General Mechanics
1114962,5.19,5.9,10,Precision
1455080,5.43,4,9.7,Jump Aim
2018779,5.5,3.8,9.7,Speed
1966582,5.42,4.1,9.2,Jump Aim
952576,4.74,4,9.2,Streams
1097510,5.27,4,9,Alt
1572200,5.02,4,9.2,Awkward Aim
52741,4.88,4,8,High Density Reading
696073,5.1,5.2,10,General Mechanics
917430,5.35,5.2,10,Precision
162791,5.41,4,9.7,Jump Aim
2127734,5.39,4,9.7,Speed
2165315,5.81,4,9.3,Awkward Aim
734096,5.75,4,9,Pattern Processing
1392667,5.78,4,9.3,Tech
925680,5.39,4.3,9.2,
996731,5.8,3.8,9.5,
254370,5.81,4,9,
1551711,4.56,4,8,
650610,5.29,4.2,9.4,
53883,5.65,4,9,Jump Aim
2255706,5.89,3.6,9.7,Speed
487951,5.95,4,9.3,
1566349,6.12,4,9.3,Awkward Aim
150116,6.03,5,9,Pattern Processing
1572436,5.88,4.1,9.4,Tech
2144226,5.63,4.8,9.3,
1944228,6.16,4.2,9.3,
86324,5.64,4,9,
36134,4.99,5,8,
1007896,5.97,2,9.3,
261697,6.05,4,10.3,Jump Aim
79266,6.1,4,9.7,Speed
823455,6,3.5,9.4,
1275831,6.4,4,9.5,Awkward Aim
1317186,6.4,4,9.4,Pattern Processing
2088253,6.18,5,9.5,Tech
1603080,6.09,4,9.7,
1593690,6.33,4,9.5,
1475812,5.82,4,9.4,
76663,5.51,5,8,
1072094,6.21,4,9,
1360583,5.65,4.2,9.2,
1148492,6.4,4,9.7,Jump Aim
585605,6.17,4,10,Speed
879002,6.4,4.2,10.3,Speed
1868096,6.09,4,9.9,Low Density Reading
1817304,6.34,4,9.5,Awkward Aim
383536,6.43,5,10,Pattern Processing
1781806,6.25,4.2,9.7,Tech
1100429,6.19,4,9.3,
379973,6.51,4,9.5,
2081564,6.22,4,9.6,
1826150,6.26,5.3,9.3,
24695,5.1,5,8,
1152014,6.01,4,9.3,
249516,5.73,5,8,
1188172,6.37,3.5,9.3,
146610,5.75,4,9,
1100091,6.17,4,9.4,
682520,6.44,4,10,Jump Aim
25863,6.78,5,9.7,Speed
2002273,6.76,4.2,10.1,Speed
1647010,6.41,4,10.3,Low Density Reading
2274038,6.37,4.2,9.6,
519401,6.52,4,9.5,Awkward Aim
1763937,6.92,4.5,9.3,Pattern Processing
925161,6.14,4.2,9.6,Tech
1426926,6.53,4,9.5,
2223096,6.42,4,9.6,
121522,5.49,5,8,
2096611,5.83,5.3,7.5,
276366,6.47,4,9,
1095566,6.4,4.2,9.5,
889087,6.27,4.3,9.4,
692241,6.72,4,10.3,Speed
1424776,6.88,4,9.7,Speed
228493,6.76,4,9.7,Low Density Reading
598763,6.58,4,10,
1848732,5.51,4.2,9.1,Jump Aim
716398,5.52,4,9.6,Streams
507910,,,,#N/A
953945,5.55,4,9.4,Strain Stamina
136640,5.19,4,9,Awkward Aim
56337,5.46,4,8,High Density Reading
1870441,5.29,5.2,10,General Mechanics
648581,5.53,5.2,10,Precision
2033964,5.86,4,9.8,Jump Aim
274085,5.89,4,9.7,Speed
1126445,6,4,9.3,
909494,5.91,4,9.3,Jump Aim
1044831,5.78,4,9.3,Streams
1126317,5.78,4,9.5,Alt
2154807,5.91,4,9.5,Awkward Aim
1957780,5.44,5.2,10,General Mechanics
1700102,5.14,5.2,10,Precision
1069601,5.69,4,10.3,Jump Aim
336821,6.07,4,9.7,Speed
1295837,6.23,4.3,9.4,
2021287,6.32,4.5,9.6,Jump Aim
1508083,6.29,4,9.5,Alt
792011,6.33,4,9.4,Tech
1306398,6.28,4,9.6,Strain Stamina
240689,6.12,4,9,Awkward Aim
2225505,5.38,4,8,High Density Reading
1698115,6.4,5.2,10,General Mechanics
2228175,5.77,6.5,10,Precision
1724279,6.34,4,10.3,Jump Aim
1350132,6.43,4.2,10,Speed
1645523,6.74,4.5,9.3,
1266164,6.69,4,9.5,Jump Aim
2040486,6.22,4,9.5,Tech
879312,6.38,4,9.6,Strain Stamina
2036903,6.6,5,9.4,Awkward Aim
1898580,6.26,5.2,10,General Mechanics
2194913,6.8,5.9,10,Precision
2235450,6.48,4,10.1,Jump Aim
1005190,6.87,4,10.3,Speed
1456429,6.96,4,9.5,
1221614,7.09,4,9.7,Jump Aim
2210863,6.9,3.8,9.6,Streams
1067906,7.19,4,9.6,Strain Stamina
1500437,6.81,4,9.5,Awkward Aim
858533,6.87,4,9,High Density Reading
1113057,6.68,5.2,10,General Mechanics
1618445,6.56,6.5,10,Precision
1153255,6.89,4,10.3,Jump Aim
660345,6.68,4,10.3,Speed
1953873,5.67,4,9.3,Jump Aim
155235,5.44,3,9,Streams
1978834,5.56,4,9.3,Strain Stamina
1249902,5.51,5.5,9,Awkward Aim
485284,5.01,4.2,9.3,High Density Reading
231313,4.7,4,8,Flow Aim
1625011,5.53,5.5,10,General Mechanics
225414,5.17,6.5,10,Precision
1563044,5.58,5.9,10,Alt
37011,5.96,5,9,Speed
56024,5.91,4,9,Speed
1036735,5.81,4.5,9,Awkward Aim
920988,5.26,4,9.2,Pattern Processing
56914,5.02,5,8,Tech
620789,5.92,4,9.2,
823477,5.95,4.3,9.3,Jump Aim
947796,5.66,4.1,9.3,Alt
893916,6.07,4,9.7,Strain Stamina
1913466,5.9,4.5,9.2,Pattern Processing
1841791,5.86,5,9,Awkward Aim
1782567,5.12,4,9.3,High Density Reading
73699,5.7,4,8,Flow Aim
1314212,6.05,5.5,10,General Mechanics
181843,6.04,6.5,10,Precision
444472,5.63,5.2,10,Alt
1416839,6.46,4,10.1,Jump Aim
195372,6.25,4,9.7,Low Density Reading
538930,5.77,4,9.3,Awkward Aim
1823007,6,3.6,9.2,Pattern Processing
125448,5.8,5,8,Tech
1529874,6,4,9,Jump Aim
1624291,5.82,4,9.3,Alt
693542,6.18,4,9.2,Tech
123708,5.93,4,9,Strain Stamina
201974,5.6,5,8,Pattern Processing
1582902,5.9,4.4,9.7,Awkward Aim
1975886,5.68,3.8,9.2,High Density Reading
12449,3.76,5,4,Flow Aim
2016528,6.09,3.9,10,General Mechanics
1102952,,,,#N/A
120918,6.65,6.5,10,Alt
1021024,6.62,5,10.1,Jump Aim
1768374,6.62,4,9.7,Speed
97525,6.6,4,9.7,Speed
93323,6.59,4,10.3,Low Density Reading
569097,5.92,4,9.2,Awkward Aim
1584261,6.19,3.8,9.5,Pattern Processing
2047312,5.43,5,8,Tech
1922235,6.52,4.7,9.6,Jump Aim
734521,6.25,4,9.5,Streams
2154178,6.52,4.2,9.5,Alt
1535062,6.84,5.5,9.7,Strain Stamina
1059887,6.35,5,8.5,Pattern Processing
1767713,6.19,3.4,9,Awkward Aim
140390,5.34,5,9,High Density Reading
18170,4.78,5,6,Flow Aim
1453229,5.95,5.2,10,Precision
1372142,7.23,5.5,10,Alt
1371893,6.41,4.2,10.3,Jump Aim
1128455,6.58,4,10.3,Speed
68581,6.95,5,9.7,Speed
97995,6.62,4,9.7,Low Density Reading
1419606,6.35,4.7,9.3,Awkward Aim
1535588,5.75,4.1,9.3,Pattern Processing
40531,5.15,5,8,Tech
1846902,7,4,9.7,Jump Aim
673958,6.69,4.3,10,Streams
2219978,6.44,4,9.6,Tech
263900,7.07,4,10,Strain Stamina
1260410,6.48,4,9.5,Pattern Processing
305948,6.69,4,9,Awkward Aim
1824877,6.27,6,9.7,High Density Reading
46298,5.77,6,6,Flow Aim
1641323,7.18,5.2,10,General Mechanics
1922693,6.04,5.2,10,Precision
1950368,6.23,5.5,10,Alt
1926331,6.87,5.8,10.3,Jump Aim
124321,6.81,4,9.7,Speed
427241,7.23,5.5,9.7,Speed
136571,6.91,4,10.3,Low Density Reading
477623,6.62,4.4,9.4,Awkward Aim
1387233,6.06,3,9.2,Pattern Processing
1229651,6.73,4.2,9.5,
2148514,7.23,4,9.8,Jump Aim
1579914,7.46,4.2,9.8,Streams
1762037,7.07,4,9.7,Alt
1943786,6.41,4.5,9.2,Tech
730840,7.35,4,9.5,Strain Stamina
1146074,7.16,4.8,9.4,Pattern Processing
416971,6.66,4,9,Awkward Aim
1992818,7.58,4,9.6,High Density Reading
50712,6.2,6,8,Flow Aim
1733497,,,,#N/A
1007699,7.23,6.2,10,General Mechanics
1483226,6.61,5.2,10,Precision
2303909,7.18,5.2,10,Alt
902048,6.91,5.6,10,Low Density Reading
363298,7.03,4,10.3,Jump Aim
1027019,7.39,4,9.7,Speed
31279,7.44,5,9.7,Speed
207846,7.4,4,10.3,Low Density Reading
26153,7.33,6,9,
2225299,6.83,4,9,Awkward Aim
900919,6.35,4,9.8,Pattern Processing
40180,6.47,5,8,Tech
1117247,6.46,4,9.4,
1078172,7.27,4,9.7,
2301486,7.9,5,9.6,Jump Aim
1648055,7.89,3.8,9.7,Streams
494818,6.91,4.5,9.6,Alt
1716795,7.33,5,9.3,Tech
335041,7.74,4,9.8,Strain Stamina
1693956,7.38,4,10,Pattern Processing
1682412,7.33,4.3,9.6,Awkward Aim
2148476,7.88,4.5,9.8,High Density Reading
94943,4.98,6,3,Flow Aim
1256458,7.37,4,9.6,Tech
2308964,8.17,5.2,10,General Mechanics
879020,6.74,6.5,10,Precision
1891907,7.19,6.5,10,Alt
1810154,7.68,5.2,10,Low Density Reading
216133,7.57,4,10.3,Jump Aim
88239,7.42,4,9.7,Speed
1513544,6.95,5,10.3,Speed
105003,7.78,4,10.3,Low Density Reading
1084171,7.06,4.5,10.3,
933686,6.8,3.5,9.5,Awkward Aim
2165869,,,,#N/A
1405007,7.12,3.3,9.7,
1279343,7.52,4,9.6,
32753,6.23,5,9.7,Speed
764291,6.57,4,9.7,Low Density Reading
210078,6.9,4,10.3,
663373,6.75,4,10.3,
145442,6.48,4,10.3,Jump Aim
1017602,6.29,4,10.3,Speed
1863271,6.12,4,10.3,Speed
2142039,6.21,4,10.1,Low Density Reading
1502635,6.38,4.4,10.1,
663881,6.24,4,10,
125528,6.07,4,9.7,
108267,6.51,4,9.7,
99997,6.38,4,9.7,
31906,7.68,5,9.7,
677872,6.32,4,10.3,Jump Aim
187455,6.6,4,10.3,Speed
1436970,6.29,4,10.3,Speed
987745,6.56,4,10.3,Low Density Reading
1559749,6.72,4,10,
121216,6.37,4,9.7,
57735,6.38,4,9.7,
1985639,6.93,4,9.7,
2039544,6.97,3.8,9.6,
136419,7.16,4,10.3,Jump Aim
735689,7.2,4,10.3,Speed
1569768,6.17,4,10.3,Speed
1923316,7.05,4,10.3,Low Density Reading
1396330,6.86,4,10.3,
857477,7.08,4,10.3,
1527725,6.9,4,10.3,
1641266,7.01,4,10,
1319345,6.81,3.8,10.2,
2024629,6.63,3.5,10,
123872,6.94,4,9.7,
57683,6.83,4,9.7,
124056,7.24,4,10.3,Jump Aim
715345,7.34,4,10.3,Speed
603965,7.32,4,10.3,Low Density Reading
207659,7.07,4,10.3,
263382,7.27,4,10.3,
507728,7.44,4,10.3,
2042978,6.66,4,10.2,
34162,7.37,5,9.7,
1236720,7.19,4,9.7,
152463,7.03,4,9.7,
2063785,6.84,3.8,9.5,Jump Aim
252238,7.47,4,10,
783850,7.72,4,10.3,Jump Aim
1460444,7.35,4,10.3,Speed
2301162,7.46,4,10.3,Speed
1562327,7.3,3.8,10.3,Low Density Reading
1017374,7.7,4,10.3,
297411,7.65,4,10.3,
1853547,7.82,4,10.3,
306683,11.31,5,10.3,
318975,7.79,4,10.3,
1050849,7.27,4.2,10.2,
619891,6.82,4,10.2,
135051,7.62,4,9.7,
95590,7.26,4,9.7,
1896891,7.73,4,9.7,
88145,7.42,4,9.7,
309867,7.33,4,9.7,
792989,7.73,4,9.8,Jump Aim
813938,8.13,4,10.3,Jump Aim
133723,7.86,4,10.3,Speed
93947,7.88,5,10.3,Speed
353834,7.8,4,10.3,Low Density Reading
176960,8.03,4,10.3,
204536,8.11,4,10.3,
2124036,7.31,3.8,10.3,
238128,7.64,4,10.3,
368261,8.02,4,10.3,
50354,8.14,5,9.7,
65233,7.64,4,9.7,
121804,7.83,4,9.7,
77110,7.58,4,9.7,
80102,7.81,4,9.7,
1679794,7.79,4.2,9.6,Jump Aim
2378332,8.27,4,10,Streams
2378328,,,,#N/A
2382526,7.85,4,10,Tech
1407818,5.8,4,9.3,Jump Aim
47330,3.24,6,5,Alt
404550,5.56,4.2,9,Tech
427241,5.08,5.5,8,Strain Stamina
1605059,5.11,4,9.2,Awkward Aim
486619,5.73,4,9.3,High Density Reading
1801962,5.44,5.2,10,General Mechanics
1569586,5.08,5.9,10,Precision
1635439,5.48,4.3,10.3,Speed
65233,5.41,4,8,Awkward Aim
1561550,5.78,3.8,9.1,Pattern Processing
1093605,5.82,4,9,Kitchen Sink
774965,5.69,4,9.2,Alt
1654138,6.14,4,9.3,Jump Aim
1922693,5.63,4,9.2,Streams
386760,6.07,5,9,Alt
744672,6.39,4,9.4,Tech
538404,5.91,4,9.3,Strain Stamina
55474,5.61,5,8,Pattern Processing
281568,5.8,4,9,Awkward Aim
297437,5.87,4,9.5,High Density Reading
1996782,4.71,4,8.5,Flow Aim
1996384,5.79,5.2,10,General Mechanics
1178356,6.43,5.9,10,Alt
966200,6.12,4,10.1,Jump Aim
172456,6.41,4,9.7,Speed
794743,5.89,4,10,Speed
1518059,5.96,4,9,Awkward Aim
1098833,6.08,4,9.3,Pattern Processing
1946518,5.69,5,8,Tech
1459311,6.4,4,9.5,Kitchen Sink
762025,6.25,4,9.5,Streams
2321574,6.34,4,9.4,Jump Aim
1317186,6.4,4,9.4,Streams
2028973,5.96,4,9.3,Alt
1442757,6.29,5,9.5,Strain Stamina
1481149,5.97,5.5,8.5,Pattern Processing
1152893,6.33,4,9.7,Awkward Aim
2235249,5.8,3.9,9.4,High Density Reading
2259971,6.46,3.8,9.4,Flow Aim
716398,5.86,5.2,10,General Mechanics
1464585,5.98,6.5,10,Precision
1044831,6.17,5.2,10,Alt
858558,6.57,4,10,Jump Aim
259519,6.34,4,10.3,Speed
1493052,5.75,4.4,8.5,Awkward Aim
1483766,6.17,4.3,9.3,Pattern Processing
2121222,6.2,4,9.6,Tech
2245529,6.53,4,9.5,Kitchen Sink
2183269,6.27,4,9.3,Streams
910478,6.78,4.2,9.5,Jump Aim
2067859,6.12,4,9,Alt
609823,6.3,4,9.7,Tech
2220926,6.14,4,9.6,Strain Stamina
413428,5.76,4,8.4,Pattern Processing
245284,6.36,4,9,Awkward Aim
1841827,6.35,4.2,9.3,High Density Reading
1349819,5.54,3.6,8.5,Flow Aim
2006992,5.73,6.5,10,Precision
1498537,6.31,5.2,10,Alt
2302827,6.84,4.2,10.1,Jump Aim
1116948,6.31,5,10.3,Speed
120080,7.03,4,9.7,Speed
1877959,6.19,4,9.3,Awkward Aim
2002904,6.06,2,9.6,Pattern Processing
1939512,6.76,4,9.7,Tech
19990,5.03,6,6,
1886627,6.51,4,9.4,Alt
1250652,7.03,4,9.6,Jump Aim
306683,7.29,5,9,Streams
2359478,6.87,3.9,9.6,Alt
732842,7.18,5,9.7,Tech
2139225,6.46,4,9.6,Pattern Processing
1771721,6.56,4.5,9.5,Awkward Aim
1572100,6.37,7,9,High Density Reading
48098,6.26,5,8,Flow Aim
2254986,7.01,5.2,10,General Mechanics
2277126,6.77,6.5,10,Precision
1404903,6.5,5.2,10,Alt
945032,6.96,4,10.1,Jump Aim
1545060,6.47,4.1,10.3,Speed
83925,6.96,5,9.7,Speed
1632751,6.76,4.2,9.4,Awkward Aim
95382,6.89,4,9,Pattern Processing
2007648,6.98,4,9.5,Tech
2008054,6.63,6,9.3,Streams
1391815,7.26,4,9.7,Alt
2131275,6.37,4,9.2,Jump Aim
1921032,5.66,3.8,9.3,Alt
93426,5.54,4,8,Awkward Aim
1346536,6.24,4.3,9.3,High Density Reading
1697230,5.98,4.2,9.2,Flow Aim
137840,5.99,6.5,10,Precision
